country,chain,item,size_label,grams,ml,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,source_url
AU,KFC,Upsized 5 Original Tenders Combo,1 item,1077.0,,1332,53.0,105.9,78.0,,3.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Snack Popcorn Chicken® Combo,1 item,565.0,,526,16.5,55.6,26.5,,0.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Family Feast,1 item,3505.0,,3964,230.7,307.8,201.4,,47.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Chips,1 item,120.0,,283,4.4,40.6,11.5,,0.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Burger Feast (with Original Crispy) (Uber Eats),1 item,1464.0,,3676,157.5,356.1,178.0,,32.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox - Burger Feast (with Original Crispy),1 item,1464.0,,3676,157.5,356.1,178.0,,32.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Giant Feast (Most recent) (Keep) SA/WA (Uber Eats),1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Large Chips - DAAS,1 item,240.0,,567,8.9,81.1,23.0,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 6 Wicked Wings Combo (Uber Eats),1 item,1076.0,,1292,52.5,107.2,73.2,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Burger Feast (with Original Crispy),1 item,1464.0,,3676,157.5,356.1,178.0,,32.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Hot & Crispy 3 Pieces Combo,1 item,639.0,,628,32.9,59.2,28.8,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Regular Popcorn Chicken Combo,1 item,609.0,,678,23.9,65.0,35.9,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Family Feast (Uber Eats),1 item,3495.0,,4130,234.8,341.9,202.9,,50.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 10 Wicked Wings Combo (Uber Eats),1 item,889.0,,1489,76.8,83.7,95.0,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Snack Popcorn ADD ON,1 item,70.0,,241,11.8,14.8,15.0,,0.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Large Coleslaw(4x110g) (Uber Eats),1 item,450.0,,380,4.5,58.1,14.0,,43.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Chips (DAAS),1 item,120.0,,283,4.4,40.6,11.5,,0.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 6 Nugget Combo,1 item,622.0,,601,20.9,67.9,27.3,,12.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 6 Wicked Wings Combo (Uber Eats),1 item,731.0,,1007,47.9,66.6,61.6,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Optimised - Giant Feast (Most recent) - SA/WA featured offers,1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Hot & Crispy 3 Pieces (Uber Eats),1 item,144.0,,343,28.2,18.4,17.3,,0.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 - 3 Pieces Combo Hot & Crispy™,1 item,639.0,,628,32.9,59.2,28.8,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 5 Original Tenders Combo (Uber Eats),1 item,1077.0,,1332,53.0,105.9,78.0,,3.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 3 Wicked Wings Combo,1 item,613.0,,646,26.3,53.7,36.6,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 3 Original Tenders Combo (Uber Eats),1 item,633.0,,716,30.9,55.2,41.6,,1.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Large Chips (Uber Eats),1 item,240.0,,567,8.9,81.1,23.0,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 3 Wicked Wings Combo (Uber Eats),1 item,958.0,,930,30.9,94.4,48.1,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 6 Nugget Combo (Uber Eats),1 item,967.0,,885,25.4,108.6,38.8,,13.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Hot & Crispy 3 Pieces Combo (Uber Eats),1 item,639.0,,628,32.9,59.2,28.8,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 3 Wicked Wings Combo,1 item,958.0,,930,30.9,94.4,48.1,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Regular Popcorn Chicken Combo (Uber Eats),1 item,954.0,,962,28.5,105.6,47.4,,1.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Maxi Popcorn Chicken,1 item,209.0,,720,35.3,44.3,44.7,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Maxi Popcorn Chicken Combo (Uber Eats),1 item,1049.0,,1289,44.6,125.8,67.8,,2.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 5 Original Tenders Combo,1 item,732.0,,1048,48.5,65.2,66.5,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Hot & Crispy 3 Pieces Combo (Uber Eats),1 item,984.0,,912,37.5,99.9,40.3,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Hot & Crispy 3 Pieces Combo,1 item,984.0,,912,37.5,99.9,40.3,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 6 Nugget Combo,1 item,967.0,,885,25.4,108.6,38.8,,13.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Popcorn Chicken,1 item,114.0,,393,19.3,24.2,24.4,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Large Chips,1 item,240.0,,567,8.9,81.1,23.0,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 10 Wicked Wings Combo (Uber Eats),1 item,1234.0,,1773,81.3,124.4,106.6,,2.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Coleslaw (Uber Eats),1 item,110.0,,93,1.1,14.1,3.4,,10.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 10 Wicked Wings Combo,1 item,1234.0,,1773,81.3,124.4,106.6,,2.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 5 Original Tenders Combo (Uber Eats),1 item,732.0,,1048,48.5,65.2,66.5,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Maxi Popcorn Chicken Combo,1 item,704.0,,1005,40.0,85.1,56.2,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 3 Wicked Wings Combo (Uber Eats),1 item,613.0,,646,26.3,53.7,36.6,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Snack Popcorn Chicken® Combo (Uber Eats),1 item,565.0,,526,16.5,55.6,26.5,,0.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 3 Original Tenders Combo,1 item,633.0,,716,30.9,55.2,41.6,,1.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Giant Feast (Most recent) (Uber Eats),1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Family Feast (Uber Eats),1 item,3505.0,,3964,230.7,307.8,201.4,,47.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Popcorn Chicken® ADD ON,1 item,114.0,,393,19.3,24.2,24.4,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Zinger® Crunch Twister® Box (Uber Eats),1 item,943.0,,1126,46.1,115.4,52.6,,8.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Zinger® Crunch Bowl Combo (Uber Eats),1 item,770.0,,668,28.2,66.2,31.6,,10.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Crunch Twister® Combo,1 item,732.0,,799,28.1,86.0,37.5,,6.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Crunch Twister® Combo (Uber Eats),1 item,732.0,,799,28.1,86.0,37.5,,6.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Large Coleslaw,1 item,450.0,,380,4.5,58.1,14.0,,43.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Zinger® Crunch Twister® Combo (Most recent) (Uber Eats),1 item,1108.0,,1118,37.1,133.0,47.9,,8.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Zinger® Crunch Twister® Combo (Most recent) (Uber Eats),1 item,763.0,,833,32.5,92.3,36.4,,7.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Zinger® Crunch Twister® Box (Uber Eats),1 item,1288.0,,1423,50.8,159.8,63.8,,9.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Tender Crunch Bowl Combo (Uber Eats),1 item,750.0,,686,24.6,66.3,35.3,,9.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Tender Crunch Bowl Combo,1 item,1095.0,,970,29.2,107.0,46.8,,10.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Tender Crunch Bowl Combo (Uber Eats),1 item,1095.0,,970,29.2,107.0,46.8,,10.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Crunch Twister® Box,1 item,1257.0,,1388,46.4,153.6,64.9,,8.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Crunch Twister® Box (Uber Eats),1 item,912.0,,1103,41.8,112.9,53.4,,7.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Original Crunch Twister® Box,1 item,912.0,,1091,41.7,109.1,53.7,,7.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Zinger® Crunch Twister® Box (Uber Eats),1 item,1288.0,,1410,50.8,159.8,63.8,,9.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Zinger® Crunch Bowl Combo (Uber Eats),1 item,1115.0,,952,32.8,106.9,43.1,,11.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Crunch Twister® Combo,1 item,1077.0,,1083,32.7,126.7,49.0,,7.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Zinger® Crunch Twister® Box (Uber Eats),1 item,943.0,,1139,46.2,119.1,52.2,,8.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Tender Crunch Bowl Combo,1 item,750.0,,686,24.6,66.3,35.3,,9.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Original Crunch Twister® Box (Uber Eats),1 item,912.0,,1091,41.7,109.1,53.7,,7.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Crunch Twister® Box,1 item,912.0,,1103,41.8,112.9,53.4,,7.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Crunch Twister® Combo (Uber Eats),1 item,1077.0,,1083,32.7,126.7,49.0,,7.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Original Crunch Twister® Box (Uber Eats),1 item,1257.0,,1375,46.3,149.8,65.2,,8.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Original Crunch Twister® Box,1 item,1257.0,,1375,46.3,149.8,65.2,,8.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Crunch Twister® Box (Uber Eats),1 item,1257.0,,1388,46.4,153.6,64.9,,8.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - Zinger Burger Combo x 2,1 item,1361.0,,1472,63.6,150.1,67.6,,10.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $5.95 Kentucky Snack Fest,1 item,344.0,,728,25.5,73.0,37.1,,2.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - Regular 2 Piece Combo Smallbox,1 item,668.0,,755,45.5,55.1,39.4,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $15 Nugget Feaster,1 item,1595.0,,2086,90.1,201.9,101.5,,49.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $7.95 Zinger Nuggs Combo Reg,1 item,808.0,,1052,48.0,102.1,49.6,,17.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $9.95 Zinger and Popcorn Lunch,Large,1140.0,,1413,55.6,139.9,69.7,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,"LOY - $3 Nuggs, Chips n' Dip",1 item,278.0,,460,14.2,54.8,20.4,,1.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $15 Colonels Chicken 'n Chips,1 item,1105.0,,2917,213.0,152.9,162.3,,2.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $12 Bowl & Sliders,1 item,468.0,,921,47.8,73.3,47.4,,15.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,NEW Smallbox Large Coleslaw(4x110g),1 item,450.0,,380,4.5,58.1,14.0,,43.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $8.95 Double Burger Meal,Large,1198.0,,1478,59.9,150.8,69.7,,10.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,NEW Large Coleslaw,1 item,450.0,,380,4.5,58.1,14.0,,43.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,"LOY - $7 2pcs Original Recipe, Regular Drink, Regular Chips and Chocolate Mousse",1 item,760.0,,1111,48.3,74.9,69.3,,17.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $8.50 Zinger Combo & Chicken,Regular,854.0,,1206,72.6,89.4,61.7,,5.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $7.95 Zinger Nuggs Combo Large,1 item,1153.0,,1337,52.6,142.8,61.1,,17.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY $7.95 All Chicken Lunch,1 item,650.0,,789,47.9,47.6,45.3,,12.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,NEW Smallbox Regular Coleslaw,1 item,110.0,,93,1.1,14.1,3.4,,10.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $15 Kentucky Feaster,1 item,735.0,,2007,153.3,84.5,117.8,,13.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $9.95 Zinger and Popcorn Lunch,Regular,795.0,,1129,51.1,99.2,58.2,,5.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,NEW Regular Coleslaw,1 item,110.0,,93,1.1,14.1,3.4,,10.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $10 Twister Nuggs Combo Large,1 item,1204.0,,1399,48.9,153.8,64.8,,19.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $10 Twister Nuggs Combo Reg,1 item,859.0,,1115,44.3,113.1,53.3,,18.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,"LOY - $12.95 20 Nuggets, 2 Regular Chips, 2 Sauces",1 item,623.0,,1534,62.6,151.3,75.1,,25.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - Upsized 2 Piece Combo,1 item,1013.0,,1039,50.1,95.8,50.9,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $8.95 Double Burger Meal,Regular,853.0,,1194,55.4,110.1,58.1,,9.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $7.95 Zinger Pop Combo Large,1 item,1140.0,,1413,55.6,139.9,69.7,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY- $10 Boneless Stacked Pack,1 item,340.0,,963,58.7,62.4,53.0,,13.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - Regular 2 Piece Combo,1 item,668.0,,755,45.5,55.1,39.4,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $15 Chicken Feaster,1 item,629.0,,1890,128.4,73.0,121.3,,3.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,"LOY - Zingers, Chippies & Double Chocolate Mousses for Mates",1 item,795.0,,2181,68.6,189.2,127.4,,43.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Optimised - Fried Night Footy (aka Delivery Feast),1 item,1537.0,,4111,245.0,277.8,225.2,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - Upsized 2 Piece Combo Smallbox,1 item,1013.0,,1039,50.1,95.8,50.9,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $8.50 Zinger Combo & Chicken,Large,1199.0,,1490,77.2,130.1,73.2,,5.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $7.95 Zinger Pop Combo Reg,1 item,795.0,,1129,51.1,99.2,58.2,,5.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - Secret Menu - Triple Stacker Combo Large,1 item,1272.0,,1648,90.0,142.7,79.3,,15.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - Secret Menu - Triple Stacker Combo Regular,1 item,927.0,,1364,85.4,102.0,67.7,,15.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 Secret Menu - Triple Stacker Burger,1 item,432.0,,1079,80.8,61.2,56.2,,14.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Optimised - Fried Night Footy (aka Delivery Feast) (smallbox),1 item,1537.0,,4111,245.0,277.8,225.2,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - Saucy Tenders Feast,1 item,1233.0,,2919,141.9,264.2,144.1,,30.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - Wicked Dipping Challenge,1 item,1164.0,,3259,120.3,255.8,197.0,,29.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - $3.95 Go Bucket 2 Wicked Wings,1 item,199.0,,524,18.9,49.1,28.2,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - $3.95 Go Bucket Popcorn Chicken,1 item,199.0,,556,17.8,57.3,28.4,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - $3.95 Go Bucket Popcorn Chicken - Promo,1 item,199.0,,556,17.8,57.3,28.4,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - $3.95 Go Bucket 3 Nuggets,1 item,168.0,,409,12.5,46.6,19.2,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025- $3.95 Go Bucket 1 Original Tender,1 item,158.0,,382,13.1,44.9,16.7,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - $3.95 Go Bucket 2 Wicked Wings - Promo,1 item,199.0,,524,18.9,49.1,28.2,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025- $3.95 Go Bucket 1 Original Tender - Promo,1 item,158.0,,382,13.1,44.9,16.7,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - $3.95 Go Bucket 3 Nuggets - Promo,1 item,168.0,,409,12.5,46.6,19.2,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025- $3.95 Hot and Crispy Go Bucket,1 item,168.0,,398,13.8,46.7,17.3,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025- $3.95 Hot and Crispy Go Bucket - Promo,1 item,168.0,,398,13.8,46.7,17.3,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - 10 Pieces Hot & Crispy™,1 item,480.0,,1143,94.1,61.4,57.6,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - 10 Pieces Hot & Crispy™ (ADD ON),1 item,480.0,,1143,94.1,61.4,57.6,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - 3 Pieces OR Combo Large,1 item,1100.0,,1274,70.5,103.0,64.8,,1.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - 3 Pieces OR Combo Regular,1 item,755.0,,990,65.9,62.3,53.3,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - 3 Pieces of Chicken,1 item,260.0,,705,61.2,21.5,41.8,,0.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 2025 - Mega Burger Feast with Nuggs and extra sauce,1 item,2214.0,,5493,251.5,511.8,267.9,,43.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 - $8 Hot & Crispy™ Box (Kiosk),1 item,296.0,,835,52.8,44.5,49.5,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 - $8 Hot & Crispy™ Box (Promo),1 item,296.0,,835,52.8,44.5,49.5,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 - Loaded Nacho Chips,1 item,424.0,,1001,26.8,109.1,51.0,,3.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 - 2025 - Kentucky Boss,1 item,255.0,,517,32.4,45.7,22.7,,11.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 - Kentucky Boss Box Large,1 item,1275.0,,1405,56.1,158.4,60.7,,13.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 -- Kentucky Boss Box Regular,1 item,930.0,,1114,51.4,116.6,49.0,,12.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 - Kentucky Boss Combo Large,1 item,1095.0,,1101,41.9,129.3,46.2,,11.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P3 2025 - Kentucky Boss Combo Regular,1 item,750.0,,809,37.2,87.6,34.4,,11.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 - Combo Zinger Nachos Large,1 item,1045.0,,1029,35.5,109.2,49.8,,3.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 - Combo Zinger Nachos Regular,1 item,700.0,,738,30.8,67.4,38.0,,3.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P4 - Zinger® Nachos,1 item,205.0,,446,26.0,25.6,26.3,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - FLG Box Wicked Wings Large (DoorDash Menu Test),1 item,1343.0,,1823,86.8,145.4,99.5,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - FLG Box Wicked Wings Regular (DoorDash Menu Test),1 item,998.0,,1531,82.1,103.6,87.8,,5.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - FLG Box + Cookie Dough Regular,1 item,1021.0,,1675,79.4,132.5,92.0,,17.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - FLG Box + Cookie Dough Large,1 item,1366.0,,1966,84.1,174.2,103.7,,17.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - FLG Box Wicked Wings Large,1 item,1343.0,,1823,86.8,145.4,99.5,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - FLG Box Wicked Wings Regular,1 item,998.0,,1531,82.1,103.6,87.8,,5.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Stacker Box Large (smalbox),1 item,1386.0,,1695,87.0,151.9,82.6,,10.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Stacker Box Regular (smalbox),1 item,1041.0,,1403,82.3,110.1,70.9,,9.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Stacker Box Large,1 item,1386.0,,1707,87.1,155.6,82.3,,9.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Stacker Combo Large,1 item,1158.0,,1282,63.6,130.7,56.4,,8.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 Cheesy Zinger® Stacker Combo Regular,1 item,813.0,,991,58.9,89.0,44.6,,8.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Stacker Box Regular,1 item,1041.0,,1416,82.4,113.8,70.6,,9.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Stacker,1 item,318.0,,699,54.2,47.1,32.9,,8.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 2 Piece Box (New),1 item,1163.0,,1227,56.3,126.9,54.7,,4.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 2 Piece Box (New),1 item,818.0,,936,51.6,85.1,42.9,,4.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P1 2025 - $10 Pops & Nuggs Feast - (kiosk only),1 item,423.0,,1238,62.5,99.1,65.5,,25.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P1 2025 - $10 Pops & Nuggs Feast (COLONEL'S OFFERS),1 item,423.0,,1238,62.5,99.1,65.5,,25.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P1 2025 - $10 Pops & Nuggs Feast,1 item,423.0,,1238,62.5,99.1,65.5,,25.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P1 2025 - $10 Pops & Nuggs Feast (COLONEL'S OFFERS) (SA/WA),1 item,423.0,,1238,62.5,99.1,65.5,,25.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $3 Freeze & Nuggs,1 item,410.0,,301,8.0,49.0,7.7,,43.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Original Crispy Cheesy Burger,1 item,212.0,,465,28.8,41.8,20.4,,7.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Original Crispy Cheesy Stacker Burger,1 item,319.0,,728,50.0,52.7,35.4,,8.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Mountain Dew Freeze^,1 item,360.0,,187,0.0,46.1,0.0,,46.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Pepsi Freeze^,1 item,362.0,,175,0.0,43.0,0.0,,43.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Raspberry Freeze,1 item,347.0,,182,0.0,44.4,0.0,,44.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Burger Combo Regular,1 item,707.0,,742,35.7,80.8,30.9,,8.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Burger Combo Large,1 item,1052.0,,1034,40.4,122.6,42.6,,8.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P13 2024 - Cheesy Zinger® Burger Box Large (smalbox),1 item,1280.0,,1446,63.8,143.7,68.9,,9.5,https://www.kfc.com.au/nutrition-allergen
